text;hof_OR_none
Was wird man wohl von einer Migrationsbeauftragten hören?  Sowahr keine Vorurteilsfreie Rede,denn ihre Stellung hängt von der Migration ab!  Quelle: Bundestag Heute 7.6.19;NOT
Die Definition und Diskussion, Facharbeiter vs Handwerker,geht mir auf den Senkel!  Immer wieder werden in den Medien Künstler vorgeführt,die vom Fach aber auch sowas,von keine Ahnung hat!  Handwerker,haben eine 3-3 1/2 Jährige Ausbildung mit anschließender Prüfung zum Gesellen!;NOT
Achtung Männer!  Beim Arzt auf eine Labor Gesamtanalyse des Blutes bestehen!Wechseljahre d Mannes machen sich durch schwankende Hormonstärken im Blutkreislauf bemerkbar!So auch Unter/Überfunktion der Schilddrüse!Unbehandelt kommt es zur Gewichtszunahme,Knochen u Muskelinstabilität;NOT
Zum würzen schwarze ganze Pfefferkörner,kurz vor dem Verzehr oder Trunk(Kaffee),mit einer Pfeffermühle zerkleinert,einfügen!  Alte Germanische Tradition,gegen Rheuma, Gicht,Gelenkentzündungen, Verdauungsfördernd,Stoffwechselanregend(Abnehmen)!  Rundum ,'Entzündungshemmend'!;NOT
wer das begriffen hat,kann dies auch i seinen Leben anwenden!  Es ist nicht Nötig selbst hohe Ansprüche gerecht zu werden,sondern Expertenwissen i realen Leben umzusetzen  Der Transistor CDU/SPD i e PNP u Fehlerhaft!  Die Neutrale Basis i die Regierung,der Emitter u Colector d Volk!;NOT
Hier mal etwas aus der Transistoren Technik!  Ein Transistor wird zur Schaltung aber auch als Verstärker genutzt!  Der Transistor selbst verstärkt nicht,aber er regelt eine große Außen durch eine geringe Eingangsspannung(Impedanz,Mikrophon u.ä.),;NOT
Liebe junge Grünen Wähler,außer das Klima Thema haben Sie auch noch andere Themen,beschäftigt Euch bitte nun auch, mit diesen Themen!  Sonst seit Ihr bei den Grünen gut aufgehoben!;NOT
Auf arte zu Empfehlen!  'Das schöne Leben''  1 Yacht,8 Schlösser also riesiges Vermögen!  Sekräterin wird Persönliche Sekretärin und taucht ins Yet Zet ein!  Mal was anderes als immer nur Tristes!;NOT
Strafzölle gegen Öl fördern und liefernde Staaten,die durch Entzug von Mitteln aus dem Verkauf von Rohstoffen,Ihre Bürger veranlassen,aus Ihren Land,zu den EU Staaten Migrieren!  ;NOT
Span bei Lanz,wie kommt man im Dialog,'erstmal 1/3 der Themen Recht geben,dann ist eine Positive Stimmung vorhanden u dann mit der Kritik beginnen!'  Span'entweder er hat Recht, oder nicht',aber jemanden Recht geben,nur um ins Gespräch zu kommen,d i Rethorik!;NOT
Das Wort zu Himmelfahrt  Wie kann man sich die Himmelfahrt von Jesus vorstellen?  Mit einer Rakete und weg war er und wurde nie wieder gesehen!  Erleben wir das nicht Alltäglich?  Väter haben es nicht Einfach!  Nun gönnen wir Ihnen die Fahrt im Bollerwagen!;NOT
Wer Leiharbeit,Befristete Arbeitsverträge zu Minnilöhnen Hoffähig macht,der darf sich nicht wundern,das wenn diese im Rentenalter,Minnirenten bekommen!  Heute zu sagen,wir haben doch Änderungen Eingeleitet,kommt zu spät!  Abgewählt zu werden,ist noch freundlich;NOT
haymat Die hier geäußerten Stellungsnahmen über die haymat, scheint dieses Wort,eine Türkische Bezeichnung von Heimat zu sein!  Also in Deutschland,wo ich geboren u mit allen Grundbedürfnissen aufgewachsen bin u das i Sicherheit!  Bildungs u Aufstiegs Chancen;NOT
Ich habe in einem Haus von Jüdischen Eigentümern gewohnt!  Diese vermieteten Ihre Wohnungen zum Teufel hinaus,auch an einen Moslemischen Jugendclub!  Ich bin sofort ausgezogen!  Der Sohn d E.hat sich vor der Tür m diesen Jugendlichen, seines Judentums,gebrüstet! ;HOF
Wahrscheinlich hat Dich Deine Psychaterin wegen Deiner Geistig und Körperlichen Veranlagung ausgewählt,(auch auch der Pheromone)!  Wenn Du dann Ritallin genommen hättest,wärest Du für Sie dann Uninteressant! ;HOF
Menschaffe Lauro_Doc Er hat Psychologie studiert, um bei Frauen mit seinem Titel bessere Avancen zu haben!  Darum sollte jede Frau,vorsichtig mit Ihrer Wahl,zu einem Partner mit Akademischen Titeln,sein!  Nichts i zu sagen,d auf Grund der vorhandenen Ka;NOT
Menschaffe Lauro_Doc Ich habe mich mal freiwillig einem Psychater anvertraut!  Auf meine Anmerkung,das ich nie Schwierigkeiten,mit der näheren Begegnung von Frauen hatte und ich mich wunderte über die Verkuppelung,ob durch Institute oder Familie,meinte ;NOT
RuW: Roland Wuttke – Nationale Selbstbestimmung in Europa ;NOT
KerstinM: Türkische ORGANISATION „DITIB“ bezahlte Kölner MOSCHEEBAU, die HIER am 8. Mai 2012 eingeweiht wurde ;NOT
Situation an deutschen Schulen – eine Lehrerin steht auf ;NOT
Tim: WAHRHEITSWELLE! Wussten Sie schon…? Bilderberger 2019, Kopftuch, Clans, Grüne, SPD,… ;NOT
Tim: WIDERWÄRTIGES Beispiel! STERN! So wird getäuscht! ;NOT
Insider über Bilderberger: Achtung, neue Invasoren-Welle geplant! ;NOT
D.M.: Warum die Farbe schwarz… ;NOT
Nikolai: Inszenierte Gerechtigkeit in Pankow ;NOT
BRiD: Warum Du Staatenlos bist! (+Wichtigen Link unter Video beachten!!)!!! ;NOT
Die EU-Vereins-Wahlen bestätigen die Lebendigkeit der nationalstaatlichen Idee ;NOT
Sicherheit im Netz: ProtonMail führt Echtzeit-Überwachungen durch ;NOT
Sicherheit im Netz: ProtonMail führt Echtzeit-Überwachungen durch ;NOT
Was jetzt kommt, wird den Himmel verdunkeln ;NOT
Deutsche im Krieg+SS-UFO-Macht hat welche Waffen 343. Neuschwabenlandtreffen Schmidt ;NOT
Nikolai: Das Ringheiligtum Pömmelte…germanischer Kraftort ;NOT
Guterres, Coudenhove-Kalergi, Delors = Karlspreis ;NOT
Hinweise und Informationen zur Sicherheit im Netz…;NOT
Ist Deutschland noch zu retten?…nein!…seit 1918 nicht mehr…der letzte Versuch scheiterte… ;NOT
EU-Wahl und die Zeit der Fälscher, der Sieger und Verlierer ;NOT
Sylvia Stolz tanzt verbotene Gedanken ;NOT
Nikolai: 1000€ Belohnung für die Ergreifung eines drittklassigen Kunstmalers ;NOT
EU Wahl – ist Grün die Farbe des Teufels? ;NOT
EU-WAHL: Die größte WAHLMANIPULATION aller Zeiten und ihre Folgen! ;NOT
Sylvia Stolz in Haft – Fabio aus der Schweiz kommentiert ;NOT
Deutsches Mädchen: Spieglein, Spieglein an der Wand – Sylvia Stolz erneut inhaftiert! ;NOT
Eva Herman: Ihr seid Idioten! ;HOF
Beatrix von Storch: „Das Ergebnis der Grünen ist irrelevant“ ;NOT
Tim: FASSUNGSLOS! “EU-Wahl”: Deutschland wählt sich ab! ;NOT
Nikolai: Klima leugnen mit der Kraft der Vernunft | AKTUELL ;NOT
Angelika: Ernst Cran – Meinungssperre in Öhringen ;NOT
“EU”-Vereinswahl: Unser Schicksal am Montag danach ;NOT
GRÜNE: Krasses Deutschland 2019, Ein Beitrag der sich jeder ansehen sollte ;NOT
Verpflichtung zur Entsperrung eines Facebook-Accounts im einstweiligen Rechtsschutz ;NOT
Sylvia Stolz wieder in Gesinnungshaft ;NOT
Thing-Kreis Themar Treffen im 2. Halbjahr 2019 ;NOT
Andreas Popp – „Deutschland das war’s!“ Ein Interview mit Sprengkraft ;NOT
Polit-Talk – Tim K. – Nach der Wahl – eine Bilanz ;NOT
Sylvia Stolz inhaftiert! | AKTUELL ;NOT
ENTLARVT!!! EU-WAHLBETRUG? Deutschlands Gegner in Brüssel! ;NOT
von Ursula Haverbeck – An die “Europawähler” ;NOT
von Ursula Haverbeck – An die “Europawähler” ;NOT
WsK – Folge 76- Heute EU-Wahl 2019 ;NOT
“Europäer wählen zwischen Leben und Tod bei der EU-Wahl” ;NOT
Kategorie C –Antifa Halts Maul– ;HOF
EU-Wahlkrampf und Geisteskrankheiten in Berlin-Kreuzberg ;NOT
Mit Vernunftkraft gegen den Windwahn – Demo am 23.5. 14:30 vor dem Kanzler*innenamt ;NOT
Deutsches Maedchen: “Elite” auf dem Höhepunkt ;NOT
Deutsches Mädchen: “Hologramm” ;NOT
ENTHÜLLT! COUNTDOWN – Ibizagate – die WAHRHEIT über BÖHMERMANN! ;NOT
Tim: SCHOCKVIDEO vor EU-Wahl!!! TYRANNEI der „Rechtspopulisten“? ;NOT
“Die Schlacht um Straßburg” hat in Österreich begonnen und könnte für die EU in einem “Stalingrad” enden ;NOT
Anwalt und Menschenrechtler Wilfried Schmitz: “Merkel betreibt Völkermord an den Deutschen” ;NOT
Schultze-Rhonhof über die Ursachen des Zweiten Weltkrieges ;NOT
Wir sind im Krieg + SS-UFO-Macht kämpft mit welchen Waffen 343. Neu-Schwabenland-Treffen 1 ;NOT
Angela: Entschuldigung Thing-Kreis und weiteres ;NOT
Lamya Kaddor hat nicht nur einen an der Klatsche, sie brüstet sich auch mit einem Ehrendoktortitel einer Briefkastenfirma. Das sich so jemand ungern vor Gericht rechtfertigen möchte, ist klar. Dumm nur, wenn man gegen Broder antreten muss.  ;HOF
aufklaerer2017 pinkcrazypony ZDF ZDFheute Ekelhafte linke Medien;NOT
Die grünen sind eine Pädophilenpartei, das waren sie und sind es heute auch noch ;HOF
??????????????????  POL-HH: 190611-2. Zeugenaufruf nach gefährlicher Körperverletzung in Hamburg-St. Georg ;HOF
Unverhohlene Drohung, selbstverständlich erst nach den Landtagswahlen Deutschland  weiter zu schaden. Frau Merkel wird ein unglaubliches Zerstörungswerk hinterlassen. ;NOT
Hartes_Geld Proteus93484191 Staatsmedien lügen durch Verschweigen, Staatsmedien sind rot-grüne zwangsfinanzierte Propagandaeinrichtungen, der verlängerte Arm des undemokratischen Parlamentarismus.;HOF
'Mann aus dem Niger'.   Mehrere 'Einzelfälle' solcher abscheulicher Ausländerkriminalität an einem einzigen Wochenende.  ES REICHT!!! Frauen und Kinder in ???? sind kein Freiwild!  ?????? Dessau  ;NOT
ostmann1977 LVZ daniel_bruhl ElleVisionnaire brigittebrochet boxingondvd danielkehlmann Realität der Bedrohung zeigt Reportage des'Nazi'freien ÖR ZDF. Bevor Sie sich anmaßen,Wähler zu belehren,Reportage anschauen, Gehirn einschalten.   Eins ist si;NOT
ArasBacho Wann gehen Sie endlich wieder nach Syrien?    Wir wollen Sie hier nicht.;NOT
Unsere Kinder werden geschändet, die Masse läuft einer (nicht ganz bei Sinnen) 16.jährigen hinterher.     Aufschrei ?Rufe nach Gerechtigkeit? AfD     Dessau:Nigerianer nach schwerem sexuellen Missbrauch eines 9-jährigen Kindes festgenommen ;HOF
Keine Gnade: Opa Peter (87) zu Haftstrafe verurteilt, weil er aus Hunger Käse für 4,55 Euro stahl??Das MERKEL Regime geht hart gegen das eigene Volks vor, Illegal eingereiste Sozialtouristen hingegen fasst das System stets mit Samthandschuhen an. ;HOF
FailDef convalaria1 Wirklichkeit123 Tschonka Wo lesen Sie Bücherverbrennung? Index = Liste der jugendgefährdenden Schriften.  Was projizieren Sie hier derart besessen? Laut Uni Münster wollten schon 2016 über 800000 Moslems in D unsere Rechtsordnung m;NOT
FailDef convalaria1 Wirklichkeit123 Tschonka Ich bekämpfe die 'Religion des Friedens'. Ich fordere und will keine Gaskammern für irgendjemanden. Wer lesen kann, weiß das auch. Wer dennoch etwas anderes behauptet, ist entweder amtlich hirnschwach oder ;HOF
JoanaCotar Die_Gruenen GoeringEckardt Karin Göring Blödhart;HOF
Kardinal RobertSarah:  „Europa hat den Sinn seiner Herkunft, seiner Wurzeln verloren!  Ein Baum ?? ohne Wurzeln stirbt.   Europa wird überlaufen und dominiert von Kulturen die Ihnen zahlenmäßig überlegen sind.  IHR werdet sterben??“    ?Danke CDU?   ?  ?AfD?  TrauDich ;NOT
Quadrateule baerbeli04 123korona Sehe ich auch so,   aber Verhütung ist haram.  Arbeiten für den eigenen Unterhalt scheinbar auch....;HOF
Spektakulärer Angriff (Spucken, Fahrrad-Würfe etc) auf Polizisten im Asylheim Plattling: Als die Beamten flüchten wollen, verbarrikadieren die Flüchtlinge die Ausfahrt.  ;NOT
Der linksextreme WDR fragt sich, wann und wo Flüchtlinge je öffentliche Gebäude abfackelten.  Verpasst diesen Aktivisten mal einen kleinen News-Flash!  Ich beginne mal mit Schokopudding.  :) ;NOT
Die Schwester von Sarah Connor wird in Berlin von Araber-Clans bedroht!  Witzig, dass Sarah Connor noch vor wenigen Tagen inbrünstig gegen die AfD angesungen hat!  ??  ;NOT
Eine der perfidesten Wortschöpfungen der öffentlich-rechtlichen Medien-Junta ist die Selbstbezeichnung 'Free-TV':  - Sie zwingen dich per Staatsgewalt, monatlich zu zahlen.  - Du kannst diesen 'Vertrag' nicht kündigen.  FreeTV  BoykottMSM;NOT
Faustdicke Überraschung: In Deutschland beginnen die Verteilungskämpfe zwischen Ureinwohnern, die in die Armut regiert wurden und ausländischen Hoffnungsträgern! ;NOT
Überraschungen im Mordprozess: Killer und Vergewaltiger aus Kenia will plötzlich erst 17 sein. Und seine Schwester (29) ist jetzt plötzlich seine Mutter.  ;NOT
Passiert, wenn man sich nicht abspricht.  SWR-Artikel vom 29.5.2019  Tagesschau vom 04.06.2019 ;NOT
Dumm gelaufen:  In Harvad beschuldigt Merkel Trump für seine 'Lügen'.  Währenddessen wird in Deutschland offenbar, dass sie das eigene Volk bezüglich Hetzjagd in Chemnitz glasklar belogen hat.  ;NOT
Multikultureller Unterricht in Italien: Obwohl die Lehrerin nicht alles im Griff hat, haben die Schüler Spaß und wirken glücklich.  Das ist das Wichtigste!  diversity ;NOT
Ehrendoktor für eine 16-jährige Schulschwänzerin, die einen an der Waffel hat!  ??  Solche Aktionen wird man in Geschichtsbüchern mal nachlesen und sich wundern können, 'wie es bloß dazu kommen konnte'.  Greta ;HOF
Zornige Flüchtlinge wurden von der libyschen Küstenwache nicht nach Europa, sondern nach Tunesien verfrachtet:   'Wir brauchen kein Essen. Wir brauchen keine Medizin. Wir wollen nach Europa', skandieren die traumatisierten Familien!  ;NOT
Bei Ausschreitungen der Klima-Spinner in Wien geht die Polizei robust gegen 'deutschen Berufsdemonstranten' vor: Kopf unter den Polizeiwagen und kurz anfahren, erschrecken den Greta-Jünger heftig!  ;HOF
Islamische Selbstgeißelung am 1. 6. 2019 mitten in Bonn. Kinder dürfen auch schon mitmachen.  In guter alter Tradition wird einem verstorbenen Imam gedacht.  Ashurafest  ;NOT
Abschiebungen: Polizisten wegen Hausfriedensbruch angezeigt!  „Betreten von Wohnungen durch Polizei bei Abschiebungen soll nicht gegen den Willen der jeweiligen Bewohnenden erfolgen', laut SPD.  Irre, oder? :)  ;NOT
Hinter dem 'Umbau' Deutschlands in ein öko-stalinistisches Grünes Reich verbirgt sich niemand geringerer als der allseits beliebte George Soros. ;NOT
Die parteilose Abgeordnete Bißmann fängt gestern während ihrer Rede im Parlament in Oesterreich plötzlich an sich ein Kopftuch aufzusetzen. Kann mal bitte jemand Betreuung beantragen! Kopftuchverbot ;HOF
Das nenne ich konsequent! ?SriLanka wirft 200 islamische Geistliche aus dem Land.?   Warum geht das in ???? nicht? Müssen wir warten, bis die Saat des Hasses von Islamisten und Salafisten zu neuen Terroranschlägen führt? SriLankaTerrorAttack   ;HOF
Großbritannien ??  Die BrexitParty erreicht mehr als Sozen und Tories zusammen!  Grüne gibt's dort nicht.  EUWahl19 ;NOT
Chapeau Frankreich!  Le Pen putzt Macron deutlich weg.  EUWahl19 ;NOT
Eine der schönsten Meldungen zur EUWahl19 kommt aus Schweden:  'Im Land von GretaThunberg stürzen die Grünen ab!'  ??  ;NOT
Faustdicke Überraschung: Der Bombenleger von Lyon ist ein Algerier! ;NOT
Heute ist schon ein ironischer Tag:  Sebastian Kurz wird aus dem Kanzleramt gejagt.  HC Strache schafft es ins EU-Parlament.  Genial!   KurzSchluss voteStrache ;NOT
Während die Regierung heute gestürzt wurde, traf sich VanDerBellen mit Greta, um wichtige Klimafragen und Schulstreiks zu erörtern.  Der Präsident macht einen fitten Eindruck. Beobachtet seine Mimik.  Da haben sich zwei gefunden.  :)  ;NOT
Was ich nicht verstehe: Seit 2015 geht es -trotz neuer Fachkräfte- so richtig bergab.  Naja, einfach noch härter für's Klima hüpfen und alles wird gut!  ;NOT
Am gestrigen 7. Deutschen DiversityDay kam es zu einer Schießerei in Frankfurt. Der Polizei gelangen einige Festnahmen.  Man beachte auch die Schaufenster-Puppen im Hintergrund!  ;NOT
Paukenschlag zum IbizaVideo:  1. HC Strache wurde (ohne sein Wissen) unter Drogen gesetzt!  2. Laut diesem Interview kaufte das ZPS das Video um Goldmünzen im Wert von 600.000 Euro!  ;NOT
In seiner ersten Reaktion zum IbizaVideo äußerste Strache sinngemäß: 'Weiß nicht, was mich zu dieser Dummheit verleitet hat.'  Hier ist die Antwort, lieber HCStracheFP: Du wurdest von Kriminellen unter Drogen gesetzt!  rehabilitation ;NOT
Klimaaktivist Arnold Schwarzenegger beim Treffen mit Prophetin Greta:  Achtet auf euren Stromverbrauch und kauft Elektro-Autos!  ??  FridaysForFuture ;NOT
Sprecht doch einfach offen an, dass ihr den Sozialismus wollt. Das Geschwurbel vom 'Ende eines Wirtschaftssystems' und vom 'Systemwechsel' ist ja kaum auszuhalten. Hört halt wenigstens auf, die Leute zu täuschen, denen das noch nicht klar ist.    ;NOT
Heftige Tierquälerei: Polizei nimmt Araber-Clan die Schafe weg. Die Araber wollen die Schafe jetzt zurückerobern!  ;NOT
'Emotionaler Wortbeitrag'.  Genosse MartinSchulz brüllt auf Parteifreund ein: 'Du bist ein Arschloch!'  ;HOF
Haben Medien, die diesen Rezo hochjazzen, seine Ergüsse eigentlich angeschaut (und verstanden)?  Falls nicht, sind sie dumm.  Falls ja, sind sie Beitragstäter.  RezoVideo ;HOF
„Ich habe eine geköpft … es tut mir leid.“  Der gläubige Herr, der vor den Enthauptungen 'viel zu Gott betete', klingt doch recht reumütig.  ;NOT
Das Stadtfest in Chemnitz ist Geschichte: Statt dessen kann man sich am islamischen Zuckerfest vergnügen.  NichtOhneMeinKopftuch ;NOT
Über das Märchen vom Wahlsieg der Grünen bei der EU-Wahl.  Und warum die Grüne Spinnerei nicht ohne Waffengewalt und Panzer durchsetzbar ist.  ;NOT
Zehn Männer in langen Gewändern stürmen Bahnhofshalle und brüllen 'Allahu Akbar'.  Weil die Polizei einschreitet, wittern Moslems jetzt Rassismus, zumal die Gläubigen nur mit einem Messer bewaffnet waren.  ;NOT
Glücklicher Libanese krümmt sich vor Lachen übe die (im wahrsten Sinne des Wortes grenzenlose) Dummheit der deutschen: Steuersklaven:  'Wir alle leben von Job-Center!' ;HOF
Seht euch das an:  Im Wahlkampf vor 2 Jahren hat SebastianKurz den Ibiza-Trip von Strache bereits angesprochen!  Wie lange (und warum) wusste der (Noch-)Kanzler bereits Bescheid?  via/ Eddie_1412 ;NOT
Der Spruch, dass man 'Europa nicht den Extremisten überlassen' darf, überzeugt mich immer mehr.  :)  EUWahl ;NOT
Ist schon wieder 1938?  Innenminister Kickl wurde auf Wunsch deutscher Politiker entlassen!! Kanzler SebastianKurz habe nur deren Wunsch erfüllt. ;NOT
Tief religiöse Flüchtlinge aus Syrien und dem Irak kämpfen mit 'alteingesessenen' Araber-Clans um die Vormachtstellung im Drogenhandel!  ;NOT
Aufgedeckt: Beim RezoVideo handelt es sich nicht um einen 'jungen, engagierten Vlogger', sondern um das Werk einer professionellen Agentur. Offenbar im Dienste der Grünen!  Danke machtjanix23.  ;NOT
Dafür steht SebastianKurz: Sofort nachdem er Innenminister Kickl entlassen hat, gibt es mehr Geld für Flüchtlinge!  Daher: voteStrache und Vilimsky.  ;NOT
Ischias-geplagter 'EU-Chef' Juncker junkert sich in den Endspurt zur EUWahl:  'Alle, die ihr Land lieben, sind dumm', stammelt der sympathische Alkoholiker.  ??  ;HOF
Gescheiterte Abschiebung im Ankerzentrum Deggendorf: Vier verletzte Polizisten!  Sogar ein 11-Jähriger kämpft mit einem Messer mit.  ;NOT
Der Ischias setzt ihm zu: Juncker dreht durch und beschimpft Journalisten, weil sie wagen, ihn nach seinem Alkohol-Problem zu fragen!  :)  ;NOT
Blanker Wahnsinn im bunten Deutschland:  Jara ist das letzte deutsche Kind in der Klasse. Araber mobben sie und schlitzen ihr den Bauch auf!  ;NOT
Mir ist völlig egal, was ein Strache im Suff phantasiert, ohne den geringsten realen Schaden anzurichten.  Wer die wahren politischen Verbrecher nicht erkennt, ist selbst schuld!  EUWahl JetztErstRecht ;NOT
Antisemitismus-Beauftragter warnt Juden vor Tragen der Kippa!  Die Auslandspresse scheut sich nicht, die Ursache für diese Kapitulation zu benennen: 'Flüchtlinge und Araber.'  ;NOT
Sensationelles Ergebnis aus Ungarn!  Viktor Orban schafft +50 Prozent.  Grüne gibt es dort gleich nicht. :)  EUWahl19 ;NOT
Gratulation an Italien!  Matteo Salvini mit Abstand Nummer 1.  Grüne: 1 bis 3 Prozent! :)  EUWahl19 ;NOT
Zufälligerweise zaubern linke Medien (koordiniert) gerade eine Woche vor der EUWahl einen vermeintlichen Skandal aus dem Hut.  Hört euch den Original-Dialog aus dem StracheVideo an und fallt nicht auf FakeNewsMedia rein.;NOT
"Um was es im StracheVideo (in besoffener Runde) wirklich geht:  - Wie gewinnt man ausländische Investoren nach Österreich. (Huch! Ganz böse!)  - Generiert man dazu (legal &amp; rechtsstaatlich!) Vorteile für die eigene Partei? (Huch! Würden andere Parteien NIE machen!)";NOT
Mit dem StracheVideo beten durchgeknallte Medien einen 'Skandal' vor der EUWahl herbei.  Die relevanteste Aussage findet man erstaunlicherweise im SPIEGEL im Kleingedruckten:  'Beide betonen wiederholt, dass sie nichts Illegales tun werden'  ;NOT
Unsere Qualitätsjournalisten sind schon echte Genies: Da wird Europa jahrelang per Euro, Masseneinwanderung, EU-Sozialismus und Sinnlos-Vorschriften zerstört.  Und dann skandalieren sie einen Politiker, der 'nichts Illegales' tun will.  ??  StracheVideo ;NOT
Flüchtling, der einen Rentner fast tot prügelte, brüllte 'Allahu Akbar'.  Liebe SawasanChebli: Da 'Allahu Akbar' ja mehrere Bedeutungen hat, was meinte der gläubige Somalier hier genau?  ;NOT
Die relevanteste Aussage von Strache im 6-stündigen Gespräch, die er (trotz Suff) mehrfach wiederholte, wird von Medien-Aktivisten unterschlagen:  Alles muss 'legal und rechtskonform' ablaufen!  Neuwahlen Österreich ;NOT
Kanzler SebastianKurz hat die Regierung aus reiner Machtgier gesprengt: Er wollte Kickl das Innenministerium wegnehmen!  JetztErstRecht  ;NOT
Interessante Werbung des Europaparlaments für die EUWahl und über die Zukunft Europas: Weiße existieren in dieser Zukunft offenbar nicht mehr.  ;NOT
Von wegen 'Korruption'.  Ich hätte der blonden Russin im kriminell-kurzen Mini nach dem x-ten Cocktail auch so einiges versprochen!  :)  Außerdem betonte Strache mehrfach, nichts Illegales zuzulassen. (Wird medial unterschlagen.)  ;NOT
Nochmals zum StracheVideo:  Wer stellt Strafanzeige gegen SpiegelOnline und SZ?  Beachte: Die angesprochenen Medien haben offen zugegeben, dass sie wussten, dass es sich 'um eine Falle handelte'.  (§ 201a StGB)  strache ibizavideo ;NOT
Nächster Paukenschlag: Jetzt kommt der Misstrauensantrag gegen SebastianKurz!  Die SPOE_at sollte da mitziehen.  ;NOT
Der verunglimpfte, russische Oligarch und vermeintliche Onkel der 'Russin' im StracheVideo 'bittet höflich' um Herausgabe der Namen der Urheber.  Ob den Mann der 'journalistische Quellenschutz' interessiert? Was meinst, JanBoehm?  ;NOT
S-Bahn in Köln: Merkel-Trio übergießt 22-Jährigen mit Wodka und will ihn anzünden!  ;NOT
'Merkt euch, ihr Hurensöhne: Diese Stadt gehört mir!'  Neubrandenburg  ;HOF
Kleine Entscheidungshilfe für die Europawahl2019:  Hier bietet der frisch gefönte Grüne,, Anton Hofreiter einem muslimischen Gangsta-Rapper und Taliban ( aka Massiv) die Parteimitgliedschaft an!  via/ ExGruene ;NOT
Die 'Enthüllungen', die TV-Aktivist ArminWolf über die Identitäre Bewegung und Martin_Sellner getrüffelt hat, haben Null Neuigkeitswert!  Ein lächerlicher Verzweiflungs-Akt linker Inquisitoren gegen unerwünschtes Weltbild.  ;NOT
Dieser TimmermansEU ist mir unheimlich:  'In der Demokratie entscheidet das Parlament.'  Ich dachte, es wäre das Volk.    'WIR haben den EuGH dazu gebracht, gegen Polen vorzugehen.'  Ich dachte, Gerichte entscheiden unabhängig.  tvDuell;NOT
Türkischer Schüler geht mit Schere auf Lehrer los.  Dann dreht auch noch seine Mutter durch, weil sich der Lehrer erdreistet, die Polizei zu rufen.  ;NOT
Cool: Die Flüchtlinge von Regensburg haben gefilmt, wie sie 3 Stunden lang gegen Polizisten kämpften, die zu einer Frauenleiche im Inneren der Unterkunft vordringen wollten.  ;NOT
Die deutsche Strategie habe ich noch nicht ganz kapiert: Da werden Tausende Jobs abgebaut (das Bild zeigt nur einen kleinen Abriss) und gleichzeitig werden Millionen Minder-Qualifizierte ins Land geholt.  Rätselhaft.  ;NOT
Mittlerweile fällt sogar bei BR24 ein gewisser Anstieg der 'Vorfälle' mit Messern auf.  Wollen wir gemeinsam über die Ursachen rätseln? ;NOT
Hey, imZentrum: Hier sieht man den 'Zwischenfall' an der Schule etwas deutlicher.  Warum verschweigt ihr, dass die Aggression von Migranten ausgeht? Ist das notwendig?  ;NOT
2/7 Nicht so passende Meinungen möchten die Grünen gern europaweit z?e?n?s?i?e?r?e?n? …äh… pardon REGULIEREN, um: »das Erstarken populistischer, politischer Ränder einzudämmen«.     Immerhin ein Punkt, in dem GrueneBundestag ehrlich sind! ;NOT
Auch ein grüner Landtags-Kandidat scheint Probleme mit seinem Twitter-Account zu haben.  :)  TwitterSperrt HetzlichenDank ;NOT
Syrer und Afghanen bereichern ein Konzert in Wiesbaden mit Taharrush: Mehrere Mädchen sexuell belästigt, Helfer zusammengeschlagen!  ;NOT
Tina K. hat ein Herz für Flüchtlinge und nimmt Herrn Ab­dulrahman aus Eritrea freundlich bei ihr auf.  Bald darauf sticht Herr Ab­dulrahman Tinas Sohn (11) ab.  ;NOT
Buntes aus Sinzheim im Schwarzwald: Nackte, dunkelhäutige Lady ohrfeigt Passantin.  Danach macht sie noch einen Abstecher zum Schulhof.  :)  ;NOT
Das war's dann wohl mit Soros-Büttel SebastianKurz.  Wenn er Glück hat, wird er am politischen Misthaufen EU entsorgt.  ;NOT
Angesichts des koordinierten medialen Anschlages der Linkspresse mit dem IbizaVideo, schneidet die FPÖ respektabel ab.  Der größte Verlierer (an Deutungshoheit) sind Medien.  EUWahl19 ;NOT
Kinder werden zu Denunzianten erzogen und gegen Eltern aufgehetzt: Wenn sie Klima-Sünden der Eltern aufdecken, winkt zur Belohnung der 'Klima-Führerschein'.  ;NOT
Was soll dieses Islamisten immer?  Liebe Bessermenschen: Wie sagte Erdogan doch immer so schön?  'Islam ist Islam'. Könnt ihr googeln und ihr wollt ihm doch nicht etwa widersprechen, ihr 'Nazis'?;NOT
Toll, wenn ich rausgehe weiß ich gar nicht, ob ich mich in der Türkei, Arabien oder Afrika befinde. Zum Glück gibt's ja Twitter und dank Bessermenschenparanoia belegt sind wir ja alle in Nazi-Deutschland.;NOT
Die Linken wittern Morgenluft. Warum nicht dem bösen Kapitalismus entfliehen und auswandern? Wie wäre es mit Nordkorea? Weder ihr noch eure Buntlinge werden unser Land kriegen, merk' dir das. ;NOT
'Nazis raus', 'Nie wieder Nationalsozialismus', 'fckNazis' schreiben+sagen Bessermenschen oft und ich wundere mich, dass sie sich in einer Art Nazi-Deutschland wähnen, während man doch oft kaum noch ein deutsches Gesicht in vielen unserer Innenstädten sieht.;NOT
1Athom Keine Grundlage? Der Tweet ist aus einer Schweizer Zeitung zitiert, die unter meinem Tweet verlinkt ist. Fragt sich hier wer dumm ist ...;NOT
